Komentar Pengguna;Kategori;Label
@lovely_osho Amiiin, makasih, Mbakkk. Kebetulan kalo emang lagi agak stuck dan butuh prompt atau sekadar buat mancing ide, aku juga udah mulai pake ChatGPT ?;Usability;Positif
ak abis nyoba ngerjain jokian pake chat gpt emg bneran praktis :D;Usability;Positif
Nah gpt dah shit, makin banyak computation error;Reliability;Negatif
GPT ini bener² Gamechanger.. Nulis Tesis berasa ada asisten.. efisien, efektif, cepat dan pastinya GRATIS ??;Functionality;Positif
Wehhh ChatGPT tu membantu betul! https://t.co/oQo90cDpS2;Usability;Positif
Chat GPT keren banget deh https://t.co/L9Qehq9QUQ;Reliability;Positif
"Gw kira tu ChatGPT udah bener-bener bisa nyantumin referensi karena bisa ngebentuk referensi format APA, Eh taunya masih 'pseudo-reference' sksksk

Ga lucu banget masa Pakde Jokowi bikin jurnal soal polarisasi media sosial di Indonesia https://t.co/vFVoKcStCO";Functionality;Negatif
"@codingfess 1. pake chat gpt buat benerin wording biar lebih enak
2. mengajar sama menilai dispesifikin lagi, tulis juga impact nya apa";Usability;Positif
Sekarang gak perlu pusing2 lagi nyusun meal plan mingguan karena ada #chatGPT ?;Functionality;Positif
enakan dirumah chating ama chat gpt. https://t.co/LKvaVnaloH;Usability;Positif
@cahyaaclarissa Donlod aja chatGPT dia selalu ada kok bisa diajak chatting setiap saat ??;Functionality;Positif
"@txtdariahnaf Chatgpt emang gabisaa ngasih reference credible. Coba deh pake ini ini

https://t.co/cj1WWkTlwd";Functionality;Negatif
belajar dibimbing chatgpt *....* liat tutorial di yt terus jadi bingung ada yang pake import flat file sama import data buat ngeimport file excel ke sql server. Tapi sayangnya chatgpt masih ada limitasi, jadi ngga bisa bantu buat ngasi pencerahan soal microsoft sql server 2022 https://t.co/uU5YgPJGTL;Functionality;Negatif
DUDE GW DIMANA AJA SELAMA INI, GW ISENG CURHAT SAMA A.I, MEREKA MALAH SOMEHOW LEBIH PAHAM DAN RELATE KETIMBANG TEMEN SENDIRI, SAMBIL NGASIH SARAN PULA, DE BEST LAH EMANG CHAT.GPT;Usability;Positif
@saltedsweett chat gpt SANGAT BERGUNA;Usability;Positif
chat gpt memang penolong ak;Usability;Positif
Chat gpt penyelamatku;Usability;Positif
@levinaardia Ini ChatGPT bisa juga disuruh bikin laporan, Lev. Cobain aja. Kemaren gue coba bikin proposal pake ginian.;Functionality;Positif
ChatGPT agak serem ini itinerary lengkap bener ???? https://t.co/OsqPZva2HO;Functionality;Positif
gila chatgpt gg banget coooo;Usability;Positif
nyatanya chatgpt lebih enak diajak buat discuss anjir, nyambung bgt ???;Functionality;Positif
"Gila keren banget sih ini chatGPT.. 
Kek ngasih analisis cepat untuk tau landscape dari sebuah isu..
Itungan microsecond lagi prosesnya..
Thank you web 3.0.. You made my researcher life easier.. LOL";Functionality;Positif
"pake chatgpt nyuruh buatin code convert model pytorch ke onnx beserta request macem2 (average 100 inference, warmup phase, load model pake timm), dan langsung berhasil di jalanin ???

serem bgt anying ini teknologi";Functionality;Positif
ChatGPT bener-bener menghemat waktu aku gak susah payah lagi googling nyari referensi. The best lah.;Functionality;Positif
@codingfess Gw pake github copilot, menurut gua bagus2 aja, daripada lu ngabisin waktu buat ngetik, better suruh copilot buat autocomplete. Sama casenya buat chat GPT, ketika lu punya project yang butuh kelar cepet, daripada lu lama ngabisin waktu buat solve sendiri, better minta bantuan...;Functionality;Positif
gilaa,ujian nanya ke chat gpt gacor parah;Functionality;Positif
"@codingfess ga pernah pake chatgpt sih
kadang case yg kumau ga nemu di chatgpt ?";Functionality;Negatif
gw barusan bermain dg chat gpt anjir seru amat;Functionality;Positif
@tanyakanrl chatgpt pun salah memahami kalimat ini https://t.co/zot2Dr7BfI;Functionality;Negatif
@memelord_666666 Udahlah ngapain ngetik susah susah, pake chatgpt juga kelar;Usability;Positif
thx chatgpt hidup ku jadi lebih mudah dikit;Usability;Positif
Chat GPT salah satu nya, dia bisa meng creat apapun hanya dengan mengetik kata kunci dari objek yg kita inginkan lalu akan muncul secara detil dan akurat. Which is mean AI knows every tiny little thing about you me and all of us. Gilaaaaa bukan;Functionality;Positif
Ketagihan pake chat gpt ? kayak cepet bgt gitu lhoo ngerjain laprak;Functionality;Positif
@yourbrokenguy @MonkeyTheory1 @recehtapisayng tau chat gpt btw? itu jg bot AI dia bsa analisa cepet kl ga tau dah gw jg ga perlu menjelaskan;Usability;Positif
akhirnya ngerasain dibantuin ngoding sama chatgpt, thanks?;Functionality;Positif
@junkieramen @memelord_666666 Gue udah coba bing & google translator, dan deepl. Terjemahannya terlalu semantik, kata per kata semuanya di artikan. Buat skrg yang paling akurat tetep chatGPT karna dia ngerti konteks nya. Terutama buat yg ada jargon teknikal nya. Cuman emg harus 2x prompt aja;Functionality;Positif
bener bgt, chatgpt bisa ngarang sumber yg kaga ada tapi terlihat meyakinkan wkwk;Functionality;Negatif
Kadang, ChatGPT bikin kesal https://t.co/iK4bo4LcLu;Reliability;Negatif
Baru nyoba ChatGPT. Sebelumnya selalu skeptis sama AI tapi kupikir ini lumayan. Seharian kutanyai soal pwissie dan ia sudi menjawab semuanya. Aku terkesima. Aku merasa dimengerti. Ia tak bersuara seperti Samantha di film Her tapi kurasa I'm safe and we're a million miles away~;Usability;Positif
@hynyxz kalo jawaban opsional pakai chat GPT kayaknya bisa meskipun ga 100% akurat;Usability;Positif
YaAllah bersyukur banget skrng ada chat gpt jd ga bingung kudu mulai kata2 gimana;Usability;Positif
Selama tiga hari terakhir, saya riset dan coba bikin MVP aplikasi yang pake API ChatGPT, dan hasilnya mantull banget, cuma modal 85K aja udah bisa langganan ChatGPT plus yang private dan gak dishare ke orang lain. https://t.co/Olyu6OvYxb https://t.co/vceUxWlw9B;Functionality;Positif
nanya sql ke chatgpt sampe dia error krn querynya panjang bgt trs dia pusing sy juga pusing jd saatnya tidur;Functionality;Negatif
jam segini pengen nyium telapak kaki yang bikin chatgpt, alias ngebantu banget lu bro gokil gabener tugas S2 gua dikerjain ???;Usability;Positif
Wow impressive banget ya chatgpt ini, baru pertama kali pake karena suatu kebutuhan buat cari insight problem statement hackathon;Functionality;Positif
Humor bapak2 blum bisa ditangani ChatGpt https://t.co/H71NDbPocM;Functionality;Negatif
imagine my brain was chat GPT. pasti kalo UTS langsung sat set sat wet?;Efficiency;Positif
@codingfess kemaren ada case unik, dari produk minta list sesuatu tapi grouping by alphabet (misal {a:[adam,awan], b:[budi, bobo]}), tapi dari BE cuman ngirim list nya doang. Karena datanya gak sedikit, jadi cukup aware sama performance. Dan bener aja, hasil yg chat gpt buat lebih baik;Functionality;Positif
Chatgpt asik juga ya, ampe ga kerasa udh 4 jam.;Usability;Positif
@FallArms HEHE chatgpt sahabatku ia sangat membantu pekerjaanku ??;Usability;Positif
@ivanlanin Nah betul itu, uda. Tak perlu lagi pusing cari padanan kata, dan lainnya, karena ada ChatGPT yang memikirkan.;Usability;Positif
ChatGPT ini sangat membantu;Usability;Positif
"Ternyata Chat GPt gak seperti yang dibayangkan.
Masih keliru dalam memyampaikan informasi. Ini buktinya ? https://t.co/56PeoNBmji";Usability;Negatif
@memelord_666666 chatgpt paling bagus skrng buat terjamahan indo ke inggris & sebaliknya.;Functionality;Positif
"wanjir ChatGPT sangat sangat membantu pekerjaanku bangsaaadd.
serem2 keren cuk";Usability;Positif
ternyata chat gpt masih banyak errornya, ga konsisten wkwkw;Reliability;Negatif
RT @collegemenfess: [cm] skripsi bisa selesai hanya 4 hari, ajaib sekali chat gpt ini WKWKWK https://t.co/boIRWPBlIg;Efficiency;Positif
Bahkan nanya di chat gpt pun aku diharuskan bersabar ??;Usability;Negatif
Bayangin, ada orang riset atau ingin tahu ttg profil Anda, sekaligus karya kalau ada, lalu nanya ChatGPT dan dikasih 'jawaban' ngarang, bahkan lengkap dgn kutipan fake yg dibuat mesin AI itu. https://t.co/BwrBRvT6DQ;Reliability;Negatif
Nyobain chat gpt mantep juga;Usability;Positif
"Beberapa temuan lain di ChatGPT, selain kerap keliru data, juga sering memberikan referensi gaib.

Ketika dicari tidak ada itu jurnal terkait. https://t.co/sHGdTNjiyZ";Reliability;Negatif
"Curhat ke orang lain ??

Curhat ke chat GPT ??

Suprisingly malah responnya logis bgt, heran";Functionality;Positif
Chatgpt ngebantu banget;Usability;Positif
April ini ganti CV, bikin pake chat GPT wkwk ternyata mayan works sekarang nambah proses rekrutmennya di beberapa tempat;Functionality;Positif
"@adith_wp generate idea dari keyword yang kita berikan ?.

entah kenapa bahasa inggrisnya dari chatgpt mudah dipahami ?";Usability;Positif
"RT @ivanlanin: ChatGPT dapat membantu mempercepat riset dengan kemampuannya untuk memberikan ringkasan tulisan.

Untuk tulisan berbentuk PD…";Functionality;Positif
@sbyfess Belakangan nyaman banget chat sama GPT;Usability;Positif
chat gpt gak selamanya pinter, kadang ngaco;Functionality;Negatif
chatgpt sangat membantu sekali, thanks;Usability;Positif
Chatgpt hasilnya ga konsisten anyeng;Reliability;Negatif
@MikaelDewabrata ChatGPT ngebantu banget sih, terutama saya dan tim, ketika ada code yang susah dipahami kita pake bantuan ChatGPT ??;Usability;Positif
"Gila ini sih... Lagi revisi tulisan trus iseng buka chat gpt buat gali informasi satu kota di Eropa yg pengen aku jadikan latar belakang tulisan. Berasa ngobrol, cuy. Tinggal nanti verifikasi data biar lebih valid. 
Semudah itu sekarang ngumpulin data buat nulis.
Aku terharu...";Usability;Positif
"@tanyakanrl Ini chat gpt itu kann??? Iyaaa astaga dia nyambung bangetttt, berasa ngomong bareng bestiee. Soalnya dia juga bisa bicara informal kalo kita minta...

https://t.co/fRr0D0km4d";Usability;Positif
@BangEdiii Wahh Relate banget berarti jawaban ChatGPT tentang rencanaan penundaan atau upaya penggagalan pemilu 2024;Functionality;Positif
jam segini chatgpt lemot yha;Reliability;Negatif
chat gpt kayak mempersingkat idup gua banget;Usability;Positif
@tanyakanrl kalau ada Kuota Internet coba Googling atau tanya di Chat GPT nder Insyallah dpat Jawaban dr sumber yang terpecaya drpd Netizen Anon...;Functionality;Positif
Bikin 15 konten kurang dari 30menit (text based) udah sama designya. Woylahh mindlowing banget ?? thx to chat gpt & canva ????;Functionality;Positif
Iseng nyobain curhat ke AI Chat GPT, jawabannya cukup mengesankan dan lebih bisa diterima dibanding curhat ke manusia yang ujung-ujungnya nyuruh sabar dan berdoa;Usability;Positif
no offence, chat gpt jauh lebih solutif emang WKWK https://t.co/QTJz7n9bcl;Usability;Positif
Ternyata chat gpt ga 100% bener padahal dosen selalu rekomen suruh pake ini? https://t.co/qTb8e96QM1;Reliability;Negatif
@UGM_FESS Emang si, chat gpt penyelamat https://t.co/xX3HH2SUxm;Usability;Positif
thanks to chat gpt yg sudah membantu membenarkan errorku https://t.co/re4rmuby2x;Usability;Positif
Ternyata enak banget pake chat gpt, keknya aku telat hahahah;Usability;Positif
Ngeri banget ini chat GPT 4, AI yang lebih pinter dari rata rata manusia indo. Gw nanya gitu doang langsung dijawab dengan 4 kolom Well Played https://t.co/UViQxf6CAI;Usability;Positif
@id_fm Emang mantep banget ini Chat GPT ???;Usability;Positif
chat gpt sangat amat membantu;Usability;Positif
"Yah udh lulus baru tau wkwk
Chat gpt bisa bikin skripsi, tau gini Gausah pusing kmrn wnwmw https://t.co/LMX77kBYNb";Functionality;Positif
@sandhikagalih kalau pas kerjaan kerasa mumet suka nanya ke chat gpt, dan bener' kebantu sama nih ai;Usability;Positif
"Ini yang ku butuhkan???
Chat gpt itu enaknya buat nanya codingan keren banget deh 
Kalau literatur pake periplex(?) Itu juga kadang bukan paper tp website gt. Yang ini bileh dicoba? https://t.co/7fbCFw1Vy0";Functionality;Positif
"gua berapa hari nyari teori ini kaga dapet, dan gua dapet dalam beberapa menit doang lewat chat gpt anj, seketika kebayang pas bimbingan

dosbing: ini dapet darimana?
gue: anu........... https://t.co/Hci1BnlOTL";Usability;Positif
Gak ngerti laravel, terus bikin project kecil2lan pake chat gpt 4, save times banget. ?;Efficiency;Positif
"Wanjir bisa nanya hadist ke chat gpt. I'll call you ustadz gpt now. 
Mohon maap ni pak ustadz ?";Functionality;Positif
Chat gpt is a DOPE bruh.. selagi lu makenya bener ini hollygrail wkwk;Usability;Positif
sepintar-pintarnya chat gpt, tetap masi belum disiplin dengan aturan matematika. sering banget perhitungan yang w masukin suka ngasilin jawaban yang ngaco. kadang malah ngasi jalan yang ribet, tolol;Functionality;Negatif
Terungkap kenapa jadi gampang banget kerjain tugas pake Chat GPT, karena kepanjangannya Gak Pake Thinking;Usability;Positif
@collegemenfess gue pake ini kemarin pas kemuhammadiyahan, soalnya gue nu dan suruh bikin ppt jadi rangkumannya gue minta chat gpt yang rangkum pls ini mempermudah ?;Usability;Positif
@TxtdariHI baru beberapa hari kemarin chat gpt upgrade engine nya, udah nyoba di beberapa akun dengan pertanyaan yang sama tapi ajaib dia bisa buat jawaban yang berbeda;Functionality;Positif
Ajg ada limitnya cok nyari jawaban pg di chat gpt, lgsg ganti akun trus ke mozilla gw wkwk kinap ?;Reliability;Negatif
@piirighthere tapi asli, chat gpt benar benar membantu, asal keywordnya pas bisa jadi mahakarya?;Usability;Positif
Chat gpt useless banget buat jadi referensi cerita dark ? https://t.co/KV90bYgGVS;Functionality;Negatif
@t41taone @senyuminnajbray @collegemenfess Chat GPT kan AI yang bisa bantu semua tugas, mau tugas sklh, jurnal, kuliah dll. Dia kalau kalimatnya di copas kena turnitin.;Usability;Positif
@convomfs Sementara sama chat gpt aja dulu, bagus kok dia diajak ngobrol lebih fastresp daripada crushmu itu;Usability;Positif
@4n664A @TxtdariHI Secanggih apapun prompt di chat GPT, kalau untuk artikel pasti ada kemiripan bahasa antara satu sama lainnya;Usability;Negatif
@collegemenfess chat gpt ini ga mulus2 juga, aku nyari definisi menurut para ahli trs aku telusuri manual buat sitasi ga nemu, kalo aku minta link juga pasti link nya gabisa dibuka;Usability;Negatif
Chat gpt tools yg gila banget dh klo prompt ny bner.;Usability;Positif
chat gpt ini klo dikasih data nyeremin, gua bikin proposal jadi sejam doang ajg;Usability;Positif
@collegemenfess chat gpt itulho bahasanya gak bagus;Usability;Negatif
Chat GPT emang debest bikin otk agak terbuka sedikir;Usability;Positif
"wow, ternyata cerita ke chat gpt lebih nyaman wkwkw
terimakasi menjadi solusi permasalahan hidup sy https://t.co/hGuLazuohE";Usability;Positif
chat GPT ini OP sekali kalo kita make prompt yang bener;Usability;Positif
Gila, seandainya dari dulu udah ada chat GPT. Ga ada tuh contek contekan sampe ngambil lembar jawaban orang https://t.co/nEhACYPqEP;Usability;Positif
chat gpt oke juga, terimakasi bebanku jadi berkurang dikit ?;Functionality;Positif
Sebenarnya lucu juga ya gw bisa bikin poem ini sebelum serangan ai. Sekarang kalau mau bikin poem gw tinggal kasih ideanya chat gpt and everything will be done.;Usability;Positif
Kalo punya masalah udah waktu nya let it flow sambil mikirin solusinya klo ga nemu buka aja chat gpt;Usability;Positif
@worksfess Susah nugas?? Chat GPT solusinya :')));Usability;Positif
Bener, chat gpt sabar bgt, aku juga kalo ada pikiran random dijawab ama dia, walau diawalnya bilang 'maaf saya cuma AI, tapi....' Dia bakalan jelasin jg pada akhirnya ?? https://t.co/rRCgSwjK87;Usability;Positif
@id_fm Saya pake rekomendasi chat GPT dari awal musim sampe pertengahan hasilnya bagus tpi setelah itu sampe sekarang dari 12 match cuma 1x menang, 2 kali imbang sisanya kalah. Tapi untung masih bisa finish di 10 besar;Reliability;Negatif
/wal hnyr tepakai chatgpt pas revisian habis sidang ja heh asli powerful banar satset langsung jadi. Yg masih skripsian gas pakai chatgpt biar lakas lulus;Usability;Positif
Love bgt sama chatgpt mempermudah pekerjaan aku, kalo lagi kepepet?;Usability;Positif
THIS!! Sejak ada chatgpt semua keresahan gue diskusiin sama dia. Dia ngejawabnya enak dan gak judgemental kek manusia. Dan yg terpenting wawasan dia luas. https://t.co/avPu1HGZae;Usability;Positif
@UNYmfs Loh DeepL bisa indo sekarang? Dulu biasanya buat translate JP-ENG. Sekarang kalo lagi males translate Eng-Indo dan viceversa pake chatgpt;Functionality;Positif
Punya sahabat sejati yang baru, yang siap 24/7 diajak diskusi masalah apapun. Namanya Chat GPT.;Usability;Positif
Setelah bermain dengan ChatGPT dengan mahasiswa kelas critical reading and writing, ternyata....(kesimpulan sementara ini), ChatCPT tidak pintar mengenali kesalahan gramatika dan tidak begitu pintar dalam meringkas teks, terutama teks yang ditulis dalam konteks Asia.  #iTELL;Functionality;Negatif
RT @theostudydesk: @BaseAnakFK Alasan kenapa curhat gua lebih suka ke chatgpt. Enak banget cara ngomongnya;Usability;Positif
chatgpt membantuku uts.?;Usability;Positif
"RT @GOAL_ID: Dari tebak-tebakan sampai nge-rap! ?

Jago juga nih ChatGPT mengabulkan permintaan dari Rodri! ?

#ManchesterCity #SisiLain ht…";Usability;Positif
gila banget chat gpt ini membantu bgt untk org yg gatau arah spt sy https://t.co/qE07GyF36y;Usability;Positif
@theostudydesk @BaseAnakFK Ternyata ada juga yang curhat ke chatgpt ?, emang sih bagus menurutku pas awal booming tak coba coba curhat, eh emang bagus saran di IA gratis tapi berbayar ini ?;Usability;Positif
[cm] kalian yg lg ngerasa down, buntu, gatau arah sm skripsi coba deh curhat ke chat gpt, minta semangat atau arahan. Bagiku membantu  bgt buat org yg ga enakan klo curhat ke temen??? https://t.co/TGqxRWmesy;Usability;Positif
pertama kali nyoba nanya tentang agama di chatgpt anjir ngawur bgt?? okelah kalo yg keliru cuman 1 poin lah ini ke 4 nya salahh;Functionality;Negatif
"Pernah nyoba nyontek pake ChatGPT ternyata salah wkwkwk

Manusia modern sekarang gak cuma trust issue antar sesama manusia tapi juga nambah ke AI ??";Functionality;Negatif
enak lah chatgpt, dewa;Usability;Positif
#chatgpt ngarang judul buku, gue bilang kok ga ada buku judul itu, dia revisi jadi judul bab di buku lain. nah, judul buku lainnya ini ngarang juga. gue kejar terus, dan dia bolak-balik revisi isbn ama link. hhhh;Functionality;Negatif
chatGPT kalo malem traffic nya tinggi bgt, pantesan lemot;Reliability;Negatif
"So much amazed with Chatgpt performance, dia bisa bikinin gue itin dengan query yg menurut gue cukup complex kaya gini

Wow… ?? https://t.co/2vNBjfJeGj";Functionality;Positif
parah sih curhat ke chatgpt ternyata nenangin bgt. doi baik bgt sih, w terharu dah. tp kerefresh hasil curhatannya, jd ga tau mau baca lg gmn caranya;Functionality;Positif
chatgpt disuruh nyariin referensi malah ngasih daftar referensi fiktif;Functionality;Negatif
WKKWKWK CURHAT SM CHATGPT ASIK BGT, sgt words of affirmation https://t.co/5lfdCfJ021;Functionality;Positif
HAHAHHAHA KALIAN HARUS COBAIN CHAT GPT SIII UNTUK NGURANGIN BEBAN KALIAN BERUPA TUGAS TUGAS YANG GA MASUK AKALLL, SANGATTT WORKKKK — RILLLLL BENERAAN AYOOK GUISS DICOBAA BENER BENER SEMUANYAA ADAA https://t.co/kj1vysizeG;Usability;Positif
Chat*GPT cukup meringkas waktu. Nice https://t.co/RiF481uRyG;Functionality;Positif
"ChatGPT mampu menilai penulisan kode, ini sangat membantu dalam menulis clean code.

Kode saya ini terdapat 128 baris dan 4 function dinilai baik dan sesuai https://t.co/zVBmvxNJos";Functionality;Positif
ugm_fess Kalian ada yg merasa ngga sih, kalau chatgpt ngga reliable. Pernyataannya suka berubah dan sitasinya juga jurnal ghaib. Atau kadang jurnalnya beneran ada, tapi di jurnal itu ngga ada teori yang disebutin sama chatgpt nya. Jadi sender biasanya make chatgpt cuma (cont);Reliability;Negatif
ternyata hidup lebih mudah bersama chatgpt ??;Usability;Positif
ternyata menulis cerita fiksi menggunakan ChatGPT hasilnya jadi aneh ya ??;Functionality;Negatif
Chat gpt sering ngaco, kaga punya common sense tapi malah coba2 berelaborasi. Cara yg paling efektif ya lu suru dia ngasi referensi terlebih dahulu. Ntar baru lu ubek2 referensinya dia;Reliability;Negatif
Buset pake GPT 4 Enak ya ternyata HAHAHAHAHA;Usability;Positif
"chatgpt kalo diajak ngide luar biasa bgt ??asal tau prompt yang bener.

jadi paham kenapa kita sesama manusia sering miskom karna promptnya kita ga bener.

apasih";Functionality;Positif
"Setelah gagal nyari code spidergram di google, nyari di chatgpt:
- berhasil buat spidergram
- mampu pakai banyak references untuk normalisasi
- dapat mengeliminasi unsur yg tidak dipakai
- bisa ngisi area di antara garis yg terbentuk

powerfull sekali https://t.co/XDWGaxIKmH";Functionality;Positif
Chatgpt canggih bngt fakkkk ?????;Usability;Positif
chatgpt nih kadang suka ngawur hasilnya;Reliability;Negatif
gw udah 2 bulanan pake chatgpt kenapa selalu gak pernah puas sama hasilnya ya apa gw tolol bikin promptnya;Functionality;Negatif
ini soal nomer 2 chatGPT nya juga ga paham maksud soalnya dia malah jawabnya aneh padhaal maksud pak harsha ga gitu;Functionality;Negatif
chatGPT ga jelas orang nanya averröes dia jawabnya avicenna kek apa sik luhk mau betumbuk kah kita;Functionality;Negatif
Chatgpt untuk bantu kita ngumpulin moodboard para designer masih dimaklumi lah;Functionality;Positif
"Setelah mengetahui kemudahan ChatGPT dalam efisiensi tugas tugas yang DL nya gak ngotak.

Aku sebagai manusia siyap punah ?? gak papa udah diganti AI aja.

Rela gw";Usability;Positif
ChatGPT jadi assistant pas ngoding itu bener bener helpful parah ??;Functionality;Positif
"Masih takjub dengan kecanggihan chat GPT??

Kerjaan gw menjadi sangat mudah dan cepat????";Functionality;Positif
sebagai manusia yg suka penasaran sama hal remeh temeh, chatgpt ngebantu banget. sebodoh apa pun pertanyaannya tetep dijawab ??;Functionality;Positif
"Bad idea.

Sudah kita tes. Jawab soal HI pake chat GPT hasilnya buruk. Secara konten banyak ketidakakuratan dan ketidaksesuaian analisis, dan sitasi pun rujukan fiktif jadi lebih kacau lagi.";Functionality;Negatif
Barusan dpt ide nulis ficer dr ChatGPT. Awesome!;Functionality;Positif
Chat gpt mempermudah hidup;Functionality;Positif
sumpah gw gapernah pake chat gpt tp ternyata membantu bgt yh?? sbnrnya gw takut aja sih kena plagiarism HSHSH;Functionality;Positif
Disuruh bikin speech, pake chatGPT langsung jadi dong. Wkwkkwk;Functionality;Positif
stress bgt gue temenn gue nyari sumber dr chat gpt tapi pas dicari jurnalnya kaga ada coba ??;Functionality;Negatif
"Damn, skrg bikin ppt gampang kali ?????? modal chatGpt and decktopus

5 menit jadi ?????? https://t.co/Cc11JLDBvu";Functionality;Positif
"Nyobain pakai ChatGPT buat jawab diskusi mahasiswa, akhirnya malah kelamaan &amp; jawabannya muter2 dibandingkan ketik sendiri wkwk";Functionality;Negatif
gue udah hopeless bgt buat ujian trs gue inget kalo chatgpt exists dan penjelasannya gampang dipahamin ?????? https://t.co/psfffxJgzh;Usability;Positif
Chatgpt bisa regenerate respond. Kalau kamu tanya sekali lagi juga pasti beda jawabannya wkwk. Aku selalu pake chatgpt buat dapat pemahaman dasar aja habis itu HARUS telusuri ulang lagi apa yg dia bilang. Suka ngawur tu bot ??;Functionality;Negatif
chatgpt ini berguna jg kalo susah nyari penjelasan di yutub atau ga terlalu ngerti bahasa paper;Functionality;Positif
Nyobain minta bikinin formasi ke chatGPT kaya orang-orang. Beneran ampuh bener ini hasilnya ?????? ga seruu ah https://t.co/0eybAHG6nk;Functionality;Positif
ini chat gpt kenapa gabisa cok, bantu gue buat kesimpulan ajaa, udah pusing gue tolong;Functionality;Negatif
Chatgpt knp km tidak membantu hhh;Usability;Negatif
chat gpt adalah sobat translator paling reliable gw saat ini, terima kasih chat gpt;Functionality;Positif
Keren banget chatgpt, gua nanya2 terkait problem algoritma di suatu case tertentu serasa diskusi sm ahlinya;Functionality;Positif
dulu kl bingung apa2 tanya bunda sekarang tanya chat gpt;Functionality;Positif
chatgpt ini bner bner ngebantu bgt sieeee;Usability;Positif
Dulu susah2 bikin pake matlab.. sekarang tinggal chatgpt ??????;Usability;Positif
"Sejak kenal ChatGPT, banyak jawaban yang bikin ""oh gituuu"" dari beberapa pertanyaan aneh yang belakangan hinggap di kepala.

Pinter, nih!";Functionality;Positif
thanks ya chat gpt, sekarang w ga perlu lagi ngubek ngubek jurnal buat dapet jawaban ????????;Functionality;Positif
Gila, sungkem banget sama yg buat ChatGPT ???? PPT kelar hanya dalam 3 jam ????;Functionality;Positif
Ancrit, jaman sekarang ga perlu lagi curhat ke temen. Chatgpt solusinya wkakwk https://t.co/VhNC3m5zrX;Usability;Positif
